id_prestamo;fecha_prestamo;fecha_vencimiento;fecha_devolucion;categoria;tipo_usuario;estado_prestamo;canal_prestamo;isbn;renovaciones;autor;sede_biblioteca;nombre_usuario;observaciones;titulo_libro;id_libro;id_bibliotecario;multa_crc;id_usuario;nr_errores;descripcion_error;campos_error;codigos_error
PRE0068393;;2025-02-16;;Tecnología;Estudiante;Atrasado;App móvil;5971072563669;0;L. Mora;Salud;Javier Quesada Campos;;Arquitectura de Datos Vol. 2;LB00476;BIB0008;98000.0;USR001904;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0068396;2023-10-11;;;Historia;Estudiante;En préstamo;Mostrador;0162249998279;1;C. Vargas;Ciencias Sociales;Laura Herrera Herrera;;Teoría de la Información Vol. 3;LB00362;BIB0007;0.0;USR003605;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0068404;2024-01-18;2024-02-08;2024-02-20;Economía;Funcionario;Devuelto;En línea;9994043898364;3;J. Caserta;Central;José Rojas Murillo;Entrega con atraso;;LB00191;BIB0037;3000.0;USR004388;1;titulo_libro vacío;titulo_libro;TITULO
PRE0068428;2025-06-01;2025-06-15;2025-06-17;Matemática;Docente;Devuelto;Mostrador;8171752421495;3;L. Rodríguez;Atlántico;Paula Salazar Rodríguez;;Aprendizaje Automático Vol. 1;LB00657;;500.0;USR004308;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0068433;2024-10-14;2024-10-28;2024-11-01;Sociología;Investigador;Devuelto;Autoservicio;12345;2;J. Ramírez;Ciencias Sociales;Sofía Castro Vega;Entrega con atraso;Derecho de la Información Vol. 3;LB00426;BIB0040;1000.0;USR000925;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0068453;;2024-09-05;;Ingeniería;Funcionario;Atrasado;App móvil;4870682778816;1;C. Inmon;Occidente;José Vargas Ramírez;;Administración de Proyectos Vol. 1;LB00613;BIB0037;139000.0;USR001844;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0068460;2025-10-11;2025-11-01;2025-11-10;Literatura;Investigador;Devuelto;App móvil;;3;A. Pérez;Pacífico;Carlos Blanco Calvo;Renovado una vez;Programación en Python Vol. 3;LB00374;BIB0015;;USR002066;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0068465;2023-10-17;2023-10-24;2023-10-19;Economía;Estudiante;Devuelto;En línea;9813129208751;0;C. Inmon;Ciencias Sociales;Paula Vega Chaves;Entrega con atraso;Redes y Telecomunicaciones Vol. 4;LB00602;BIB0021;0.0;123;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0068466;2023-08-13;2023-08-20;;Tecnología;Estudiante;En préstamo;App móvil;9669583219719;0;C. Vargas;Central;Andrea Torres Torres;Entrega con atraso;Gobernanza de Datos Vol. 1;LB00380;;0.0;USR004387;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0068472;2024-10-05;2024-11-02;;Ciencias;Estudiante;Atrasado;App móvil;2397240422693;3;L. Mora;Atlántico;Sofía Valverde Herrera;Renovado una vez;;LB00636;BIB0001;124500.0;USR001105;1;titulo_libro vacío;titulo_libro;TITULO
PRE0068484;;2024-09-04;2024-09-01;Sociología;Estudiante;Devuelto;Autoservicio;0973846895009;1;J. Ramírez;Ingenierías;Javier Vargas Jiménez;Revisión pendiente;Diseño de Experimentos Vol. 2;LB00387;BIB0017;0.0;USR000500;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0068487;2026-01-26;2026-02-02;2026-01-29;Matemática;Funcionario;Devuelto;App móvil;4890612034717;0;S. Atre;Central;;;Metodología de la Investigación Vol. 3;LB00310;BIB0037;0.0;USR000995;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0068507;2023-05-28;2023-06-25;2023-06-29;Arte;Docente;Devuelto;En línea;6593983684577;1;A. Solís;Salud;;Préstamo interbibliotecario;Minería de Datos Vol. 3;LB00335;BIB0037;1000.0;USR002309;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0068551;2025-12-09;2025-12-23;2025-12-20;Ingeniería;Estudiante;Devuelto;Mostrador;5190986240580;;J. Ramírez;Atlántico;Ana Cordero Salazar;Usuario reporta portada dañada;Sistemas de Información Vol. 3;LB00383;BIB0033;0.0;USR000986;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0068563;2024-04-09;2024-05-07;;Literatura;Estudiante;En préstamo;Autoservicio;NULL;3;S. Atre;Humanidades;Mariana Salazar Rodríguez;Entrega con atraso;Sistemas de Información Vol. 2;LB00214;BIB0023;0.0;USR003834;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0068601;2025-11-09;2025-12-07;;Medicina;Funcionario;Perdido;App móvil;NULL;2;J. Caserta;Ingenierías;Kevin Rojas Calvo;Revisión pendiente;Fundamentos de Bibliotecología Vol. 3;LB00594;BIB0030;5000.0;USR000910;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0068607;2024-04-15;2024-05-06;2024-05-10;Ingeniería;Estudiante;Devuelto;App móvil;9781ABC;1;P. Ponniah;Ingenierías;Rocío Salazar Vega;N/A;Algoritmos y Estructuras Vol. 4;LB00364;BIB0021;1000.0;USR004104;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0068616;2026-02-15;2026-02-22;2026-03-06;Arte;Estudiante;Devuelto;Mostrador;1375060685361;3;L. Rodríguez;Ciencias Sociales;Natalia Herrera Aguilar;;;LB00100;BIB0010;3000.0;USR003522;1;titulo_libro vacío;titulo_libro;TITULO
PRE0068617;2023-05-28;2023-06-04;2023-06-03;Ciencias;Externo;Devuelto;En línea;7317810801326;2;S. Gómez;Central;;;Fundamentos de Bibliotecología Vol. 4;LB00015;BIB0033;0.0;USR001931;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0068625;2026-02-07;2026-02-14;2026-02-19;Arte;Docente;Devuelto;Autoservicio;2456506098358;0;A. Pérez;Pacífico;Andrea Vega Cordero;Préstamo interbibliotecario;Sistemas de Información Vol. 1;LB00123;BIB0028;1250.0;NULL;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0068628;2025-06-16;2025-06-30;2025-06-30;Ingeniería;Estudiante;Devuelto;Mostrador;6893639264957;0;C. Inmon;Salud;José Solano Calvo;Entrega con atraso;Gobernanza de Datos Vol. 2;LB00349;;0.0;USR004329;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0068633;2024-12-24;2025-01-14;2025-01-11;Economía;Funcionario;Devuelto;Autoservicio;6375998056265;0;C. Inmon;Pacífico;María Alvarado Vega;;;LB00432;BIB0033;0.0;USR000008;1;titulo_libro vacío;titulo_libro;TITULO
PRE0068635;2023-08-22;2023-09-19;2023-09-23;Educación;Estudiante;Devuelto;Mostrador;5215704331541;0;J. Caserta;Ingenierías;Kevin Calvo Jiménez;Préstamo interbibliotecario;;LB00218;BIB0012;1000.0;USR003071;1;titulo_libro vacío;titulo_libro;TITULO
PRE0068640;2025-09-10;2025-09-24;2025-09-25;Ingeniería;Estudiante;Devuelto;En línea;7546913736785;1;D. Fernández;Ciencias Sociales;Daniela Chaves Solano;Revisión pendiente;Diseño de Experimentos Vol. 2;LB00231;BIB0011;250.0;NULL;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0068670;2025-08-26;2025-09-09;2025-09-20;Medicina;Funcionario;Devuelto;Mostrador;9781ABC;0;L. Rodríguez;Ciencias Sociales;Lucía Alvarado Torres;Entrega con atraso;Fundamentos de Bibliotecología Vol. 4;LB00666;BIB0014;2750.0;USR000579;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0068740;2025-03-25;2025-04-08;2025-04-15;Economía;Estudiante;Devuelto;Mostrador;1866179454918;1;M. Ross;Pacífico;Andrés Blanco Rojas;Usuario reporta portada dañada;;LB00489;BIB0001;1750.0;USR000954;1;titulo_libro vacío;titulo_libro;TITULO
PRE0068745;2023-11-17;2023-11-24;2023-11-25;Matemática;Estudiante;Devuelto;En línea;5168087603859;2;C. Vargas;Occidente;Mariana Murillo Rojas;;;LB00056;BIB0038;;NULL;2;id_usuario vacío o con formato inválido | titulo_libro vacío;id_usuario | titulo_libro;ID_USUARIO | TITULO
PRE0068773;2023-06-02;2023-06-09;;Ciencias;Docente;Atrasado;En línea;8182688615335;3;J. Caserta;Ciencias Sociales;Kevin Gómez Jiménez;Renovado una vez;Historia de Costa Rica Vol. 3;LB00269;BIB0014;252500.0;;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0068775;2027-01-15;2025-01-17;2025-01-28;Ciencias;Estudiante;Devuelto;Mostrador;1264647154379;1;S. Atre;Humanidades;Javier Solano Cordero;Usuario reporta portada dañada;Sistemas de Información Vol. 3;LB00165;BIB0016;2750.0;??;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0068776;;2024-08-27;2024-09-03;Literatura;Estudiante;Devuelto;Mostrador;3309232719374;2;M. Ross;Pacífico;María Gómez Cordero;;Diseño de Experimentos Vol. 1;LB00039;BIB0036;1750.0;USR001745;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0068789;2024-08-14;2024-09-04;;Derecho;Docente;Perdido;Mostrador;000X;1;L. Rodríguez;Ciencias Sociales;Andrés Sánchez Rojas;Renovado una vez;;LB00147;BIB0013;10000.0;USR001099;3;titulo_libro vacío | isbn con formato/longitud inválida | isbn con formato/longitud inválida;titulo_libro | isbn | isbn;TITULO | ISBN | ISBN
PRE0068801;2023-02-17;2023-02-24;;Tecnología;Estudiante;Atrasado;App móvil;4824771093248;2;M. Ross;Central;Ana Vargas Ramírez;Usuario reporta portada dañada;Visualización de Datos Vol. 4;LB00057;;278750.0;USR004617;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0068830;2024-10-11;2024-11-01;2024-11-11;Medicina;Estudiante;Devuelto;Mostrador;9781ABC;0;A. Pérez;Ciencias Sociales;Camila Murillo Aguilar;Entrega con atraso;Metodología de la Investigación Vol. 2;LB00207;BIB0020;2500.0;USR001750;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0068844;2025-12-05;2025-12-12;2025-12-17;Derecho;Funcionario;Devuelto;Autoservicio;4743553795020;1;C. Vargas;Pacífico;Elena Calvo Alvarado;;Teoría de la Información Vol. 3;LB00525;BIB0010;1250.0;??;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0068845;2025-10-22;;2025-10-28;Historia;Estudiante;Devuelto;App móvil;3721510702966;0;R. Kimball;Humanidades;Ana Torres Chaves;Revisión pendiente;Arquitectura de Datos Vol. 1;LB00208;BIB0024;0.0;USR004177;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0068855;2025-06-18;;;Ingeniería;Estudiante;En préstamo;Autoservicio;7721903404384;1;J. Ramírez;Pacífico;Valeria Salazar Alvarado;Usuario reporta portada dañada;Ciencia de Datos Aplicada Vol. 4;LB00179;BIB0001;0.0;USR002671;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0068897;2024-11-03;2024-11-17;2024-11-20;Ciencias;Estudiante;Devuelto;App móvil;1264647154379;;S. Atre;Humanidades;Laura Castro Torres;Usuario reporta portada dañada;Sistemas de Información Vol. 3;LB00165;BIB0019;750.0;USR004391;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0068907;2024-09-29;;2024-10-11;Derecho;Docente;Devuelto;En línea;8782931027079;0;P. Ponniah;Humanidades;Julio Herrera Ramírez;;Gobernanza de Datos Vol. 1;LB00405;BIB0030;0.0;USR001399;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0068927;2024-01-18;;2024-02-11;Tecnología;Estudiante;Devuelto;Autoservicio;1884852008943;3;D. Fernández;Pacífico;Carlos Jiménez Aguilar;Entrega con atraso;Gobernanza de Datos Vol. 2;LB00507;BIB0031;750.0;USR001396;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0068942;;2023-08-03;2023-07-29;Historia;Funcionario;Devuelto;Autoservicio;6484085887704;0;N/A;Humanidades;Diego Solano Aguilar;Usuario reporta portada dañada;Ética y Tecnología Vol. 3;LB00271;BIB0029;0.0;USR003123;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0068958;2024-10-08;;2024-10-27;Educación;Estudiante;Devuelto;Autoservicio;4801571647947;0;S. Atre;Occidente;Paula Salazar Calvo;Entrega con atraso;Aprendizaje Automático Vol. 2;LB00447;BIB0026;0.0;USR002463;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0068988;2025-03-22;2025-04-05;;Literatura;Estudiante;En préstamo;En línea;1041459642297;1;M. Sánchez;Salud;Lucía Ramírez Torres;Renovado una vez;Economía Digital Vol. 1;LB00690;BIB0007;0.0;123;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0069005;2025-04-21;2025-04-28;2025-05-02;Literatura;Estudiante;Devuelto;;3309232719374;2;M. Ross;Pacífico;Gabriela Quesada Navarro;Entrega con atraso;Diseño de Experimentos Vol. 1;LB00039;BIB0029;1000.0;USR004300;1;canal_prestamo vacío;canal_prestamo;CANAL
PRE0069016;2023-04-11;2023-05-02;2023-05-02;Educación;Estudiante;Devuelto;App móvil;NULL;0;R. Kimball;Central;Roberto Alvarado Rojas;Préstamo interbibliotecario;Gestión de Bases de Datos Vol. 1;LB00173;BIB0006;0.0;USR002330;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0069022;;2023-09-20;;Ingeniería;Estudiante;Atrasado;Autoservicio;5190986240580;0;J. Ramírez;Ingenierías;David Jiménez Castro;;Sistemas de Información Vol. 3;LB00383;BIB0013;226750.0;USR004558;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0069036;2023-03-03;2023-03-31;;Ciencias;Estudiante;Atrasado;En línea;NULL;1;P. Ponniah;Ciencias Sociales;Javier Alvarado Gómez;Revisión pendiente;Algoritmos y Estructuras Vol. 3;LB00287;BIB0019;270000.0;USR002143;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0069052;;2023-09-15;2023-09-12;Ciencias;Estudiante;Devuelto;App móvil;3306046333127;0;L. Rodríguez;Humanidades;Sebastián Sánchez Calvo;;Visualización de Datos Vol. 4;LB00353;BIB0015;0.0;USR004186;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0069053;2024-10-09;;2024-10-20;Sociología;Estudiante;Devuelto;Mostrador;8050097882081;3;M. Ross;Occidente;Carlos Mora Aguilar;Entrega con atraso;Sistemas de Información Vol. 2;LB00017;BIB0027;0.0;USR000994;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0069075;2023-09-01;2023-08-29;2023-09-25;Ingeniería;Estudiante;Devuelto;En línea;000X;1;R. Kimball;Ingenierías;Natalia Vega Rojas;;Algoritmos y Estructuras Vol. 4;LB00062;BIB0038;2500.0;USR003518;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0069113;2024-10-16;2024-10-23;2024-10-20;Tecnología;Docente;Devuelto;En línea;8987751536637;3;S. Atre;Ciencias Sociales;Camila Chaves Alvarado;;Metodología de la Investigación Vol. 2;LB00552;;0.0;USR000588;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0069123;2023-06-04;;2023-07-09;Tecnología;Investigador;Devuelto;Autoservicio;8168460223569;0;S. Atre;Ciencias Sociales;Diego Rojas Ramírez;;Teoría de la Información Vol. 1;LB00241;BIB0037;1750.0;USR000075;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0069128;2025-01-30;2025-02-13;2025-02-18;Medicina;Docente;Devuelto;Autoservicio;9781ABC;0;J. Ramírez;Pacífico;Kevin Quesada Quesada;Préstamo interbibliotecario;Derecho de la Información Vol. 4;LB00495;BIB0015;1250.0;USR002013;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0069142;2023-09-30;2023-10-14;2023-10-21;Ciencias;Estudiante;Devuelto;App móvil;;0;S. Gómez;Salud;Carlos Vega Solano;;Metodología de la Investigación Vol. 1;LB00413;BIB0028;1750.0;USR002123;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0069147;2024-12-08;2024-12-22;2025-01-02;Derecho;Estudiante;Devuelto;Mostrador;2720634591123;0;M. Ross;Occidente;Luis Quesada Jiménez;;Investigación de Operaciones Vol. 1;LB00471;;2750.0;USR002189;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0069152;2025-10-24;2025-11-07;2025-11-07;Medicina;Estudiante;Devuelto;Autoservicio;2795687833918;2;L. Rodríguez;Salud;;;Diseño de Experimentos Vol. 2;LB00139;BIB0027;0.0;USR001076;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0069168;2025-01-28;2025-02-25;2025-03-08;Historia;Docente;Devuelto;Autoservicio;000X;1;A. Pérez;Ciencias Sociales;Laura Quesada Solano;Entrega con atraso;Derecho de la Información Vol. 4;LB00661;BIB0022;2750.0;USR001507;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0069170;2024-03-05;2024-03-19;2024-03-25;Arte;Estudiante;Devuelto;App móvil;1655650333491;1;C. Vargas;Ingenierías;Roberto Solano Araya;;Metodología de la Investigación Vol. 1;LB00456;;1500.0;USR000482;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0069183;2024-01-21;2024-01-28;;Tecnología;Estudiante;Devuelto;App móvil;NULL;1;M. Ross;Ciencias Sociales;Luis Quesada Chaves;Usuario reporta portada dañada;Visualización de Datos Vol. 4;LB00057;BIB0010;2000.0;USR002694;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0069241;2023-06-17;2023-07-15;2023-07-16;Ingeniería;Estudiante;Devuelto;En línea;2409036788127;3;;Salud;David Mora Quesada;Revisión pendiente;Introducción a la Estadística Vol. 2;LB00630;BIB0013;;USR004953;1;autor vacío;autor;AUTOR
PRE0069251;;2025-04-21;2025-04-22;Ciencias;Estudiante;Devuelto;En línea;8182688615335;0;J. Caserta;Ingenierías;Lucía Calvo Rodríguez;;Historia de Costa Rica Vol. 3;LB00269;;250.0;USR004374;2;id_bibliotecario vacío o con formato inválido | fecha_prestamo inválida;id_bibliotecario | fecha_prestamo;ID_BIBLIOTECARIO | FECHA_PRESTAMO
PRE0069374;2025-03-27;2025-04-03;;Arte;Estudiante;En préstamo;App móvil;8114921643347;2;R. Kimball;Occidente;;;Redes y Telecomunicaciones Vol. 1;LB00315;BIB0002;0.0;USR001595;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0069382;2025-08-12;2025-08-19;;Ingeniería;Estudiante;;Mostrador;6416052975161;0;E. Quesada;Occidente;Ana Herrera Calvo;;Minería de Datos Vol. 4;LB00088;BIB0008;0.0;USR004710;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0069386;2023-01-03;2023-01-17;;Arte;Investigador;En préstamo;App móvil;7626765861793;2;M. Ross;Humanidades;Julio Murillo Navarro;Renovado una vez;Metodología de la Investigación Vol. 1;LB00219;BIB0012;0.0;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0069394;2027-01-15;2023-03-26;;Ciencias;Externo;En préstamo;Mostrador;8421020539502;1;L. Rodríguez;Atlántico;Mariana Rodríguez Campos;;Introducción a la Estadística Vol. 3;LB00075;BIB0010;10000.0;;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0069400;;2026-01-27;;Tecnología;Investigador;Atrasado;En línea;1465911665535;1;J. Caserta;Ciencias Sociales;Camila Torres Aguilar;Revisión pendiente;Derecho de la Información Vol. 2;LB00342;BIB0023;11750.0;USR002849;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0069403;2023-10-16;2023-11-06;;Ingeniería;Estudiante;En préstamo;App móvil;NULL;0;C. Inmon;Ingenierías;Carlos Sánchez Valverde;;Algoritmos y Estructuras Vol. 2;LB00708;BIB0037;0.0;USR003650;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0069420;2024-05-07;;;Derecho;Estudiante;En préstamo;Mostrador;4085095493059;2;M. Ross;Ingenierías;Elena Alvarado Jiménez;Renovado una vez;Ética y Tecnología Vol. 4;LB00738;BIB0006;0.0;USR002194;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0069427;2026-02-05;2026-02-12;;Arte;Funcionario;Atrasado;Mostrador;2418623690362;0;J. Caserta;Salud;;;Administración de Proyectos Vol. 3;LB00650;BIB0003;7750.0;USR003317;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0069442;2025-01-16;2025-01-23;2025-01-26;Sociología;Funcionario;Devuelto;En línea;000X;2;D. Fernández;Atlántico;Andrea Araya Solano;Préstamo interbibliotecario;Algoritmos y Estructuras Vol. 3;LB00538;BIB0018;750.0;USR003367;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0069452;2025-12-24;2026-01-07;;Medicina;Funcionario;En préstamo;App móvil;8507208115562;0;J. Ramírez;Salud;Gabriela Rojas Salazar;Entrega con atraso;Ciencia de Datos Aplicada Vol. 4;LB00504;;0.0;USR004317;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0069461;2024-09-01;2024-09-22;;Ingeniería;Funcionario;Devuelto;Autoservicio;3901981794695;3;P. Ponniah;Salud;Javier Castro Cordero;;Algoritmos y Estructuras Vol. 4;LB00364;;0.0;USR003629;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0069466;2025-11-21;2025-11-28;2025-12-10;Historia;Estudiante;Devuelto;Mostrador;NULL;0;S. Gómez;Ciencias Sociales;José Araya Alvarado;Renovado una vez;Programación en Python Vol. 2;LB00491;BIB0033;3000.0;USR001019;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0069468;2025-07-15;2025-08-05;2025-08-06;Matemática;Docente;Devuelto;App móvil;0391065180170;2;E. Quesada;Occidente;Paula Herrera Calvo;;Metodología de la Investigación Vol. 1;LB00142;BIB0016;250.0;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0069482;2025-03-16;2025-03-23;2025-03-27;Sociología;Estudiante;Devuelto;En línea;6532871012269;3;J. Ramírez;Salud;Rocío Chaves Aguilar;Préstamo interbibliotecario;;LB00007;BIB0034;1000.0;USR002420;1;titulo_libro vacío;titulo_libro;TITULO
